Jahr,Altersgruppe,Bundesland,Einwohner
2006,0-65,Rheinland-Pfalz,71710
2006,0-65,Saarland,18487
2006,0-65,Sachsen,71556
2006,0-65,Sachsen-Anhalt,43913
2006,0-65,Schleswig-Holstein,49358
2006,0-65,Thüringen,40923
2006,0-65,Baden-Württemberg,185380
2006,0-65,Bayern,214886
2006,0-65,Berlin,62157
2006,0-65,Brandenburg,50308
2006,0-65,Bremen,10482
2006,0-65,Hamburg,28896
2006,0-65,Hessen,105306
2006,0-65,Mecklenburg-Vorpommern,32122
2006,0-65,Niedersachsen,134202
2006,0-65,Nordrhein-Westfalen,303960
2006,0-65,Rheinland-Pfalz,69640
2006,0-65,Saarland,18148
2006,0-65,Sachsen,70616
2006,0-65,Sachsen-Anhalt,43251
2006,0-65,Schleswig-Holstein,47571
2006,0-65,Thüringen,40672
2006,0-65,Baden-Württemberg,182378
2006,0-65,Bayern,211889
2006,0-65,Berlin,58884
2006,0-65,Brandenburg,49883
2006,0-65,Bremen,10102
2006,0-65,Hamburg,27463
2006,0-65,Hessen,102456
2006,0-65,Mecklenburg-Vorpommern,32620
2006,0-65,Niedersachsen,132893
2006,0-65,Nordrhein-Westfalen,298843
2006,0-65,Rheinland-Pfalz,69421
2006,0-65,Saarland,18379
2006,0-65,Sachsen,70592
2006,0-65,Sachsen-Anhalt,43383
2006,0-65,Schleswig-Holstein,46255
2006,0-65,Thüringen,41687
2006,0-65,Baden-Württemberg,177120
2006,0-65,Bayern,204285
2006,0-65,Berlin,56037
2006,0-65,Brandenburg,48175
2006,0-65,Bremen,9938
2006,0-65,Hamburg,27414
2006,0-65,Hessen,100108
2006,0-65,Mecklenburg-Vorpommern,32031
2006,0-65,Niedersachsen,128807
2006,0-65,Nordrhein-Westfalen,295379
2006,0-65,Rheinland-Pfalz,68232
2006,0-65,Saarland,17800
2006,0-65,Sachsen,67734
2006,0-65,Sachsen-Anhalt,42016
2006,0-65,Schleswig-Holstein,44416
2006,0-65,Thüringen,39947
2006,0-65,Baden-Württemberg,169322
2006,0-65,Bayern,197250
2006,0-65,Berlin,53651
2006,0-65,Brandenburg,47204
2006,0-65,Bremen,9719
2006,0-65,Hamburg,25266
2006,0-65,Hessen,96597
2006,0-65,Mecklenburg-Vorpommern,31210
2006,0-65,Niedersachsen,124182
2006,0-65,Nordrhein-Westfalen,286512
2006,0-65,Rheinland-Pfalz,66344
2006,0-65,Saarland,18052
2006,0-65,Sachsen,67262
2006,0-65,Sachsen-Anhalt,41287
2006,0-65,Schleswig-Holstein,42992
2006,0-65,Thüringen,39788
2006,0-65,Baden-Württemberg,161976
2006,0-65,Bayern,188582
2006,0-65,Berlin,49178
2006,0-65,Brandenburg,43569
2006,0-65,Bremen,9436
2006,0-65,Hamburg,24226
2006,0-65,Hessen,92512
2006,0-65,Mecklenburg-Vorpommern,29491
2006,0-65,Niedersachsen,118011
2006,0-65,Nordrhein-Westfalen,274239
2006,0-65,Rheinland-Pfalz,62887
2006,0-65,Saarland,17557
2006,0-65,Sachsen,62275
2006,0-65,Sachsen-Anhalt,38987
2006,0-65,Schleswig-Holstein,40608
2006,0-65,Thüringen,37112
2006,0-65,Baden-Württemberg,157455
2006,0-65,Bayern,183501
2006,0-65,Berlin,47447
2006,0-65,Brandenburg,42408
2006,0-65,Bremen,9392
2006,0-65,Hamburg,23269
2006,0-65,Hessen,90526
2006,0-65,Mecklenburg-Vorpommern,28827
2006,0-65,Niedersachsen,115975
2006,0-65,Nordrhein-Westfalen,269678
2006,0-65,Rheinland-Pfalz,62678
2006,0-65,Saarland,16953
2006,0-65,Sachsen,62089
2006,0-65,Sachsen-Anhalt,38565
2006,0-65,Schleswig-Holstein,39928
2006,0-65,Thüringen,37078
2006,0-65,Baden-Württemberg,154613
2006,0-65,Bayern,177045
2006,0-65,Berlin,46622
2006,0-65,Brandenburg,42175
2006,0-65,Bremen,9162
2006,0-65,Hamburg,22092
2006,0-65,Hessen,87678
2006,0-65,Mecklenburg-Vorpommern,29050
2006,0-65,Niedersachsen,112294
2006,0-65,Nordrhein-Westfalen,260839
2006,0-65,Rheinland-Pfalz,60521
2006,0-65,Saarland,16546
2006,0-65,Sachsen,63261
2006,0-65,Sachsen-Anhalt,38953
2006,0-65,Schleswig-Holstein,37833
2006,0-65,Thüringen,37829
2006,0-65,Baden-Württemberg,146673
2006,0-65,Bayern,167977
2006,0-65,Berlin,46305
2006,0-65,Brandenburg,42713
2006,0-65,Bremen,9031
2006,0-65,Hamburg,21309
2006,0-65,Hessen,84562
2006,0-65,Mecklenburg-Vorpommern,29175
2006,0-65,Niedersachsen,107842
2006,0-65,Nordrhein-Westfalen,251838
2006,0-65,Rheinland-Pfalz,58701
2006,0-65,Saarland,15775
2006,0-65,Sachsen,65309
2006,0-65,Sachsen-Anhalt,40080
2006,0-65,Schleswig-Holstein,37003
2006,0-65,Thüringen,38157
2006,0-65,Baden-Württemberg,142334
2006,0-65,Bayern,165010
2006,0-65,Berlin,45540
2006,0-65,Brandenburg,42073
2006,0-65,Bremen,8755
2006,0-65,Hamburg,20595
2006,0-65,Hessen,82955
2006,0-65,Mecklenburg-Vorpommern,29086
2006,0-65,Niedersachsen,106317
2006,0-65,Nordrhein-Westfalen,248313
2006,0-65,Rheinland-Pfalz,58243
2006,0-65,Saarland,15943
2006,0-65,Sachsen,64985
2006,0-65,Sachsen-Anhalt,39540
2006,0-65,Schleswig-Holstein,36874
2006,0-65,Thüringen,37627
2006,0-65,Baden-Württemberg,137085
2006,0-65,Bayern,159170
2006,0-65,Berlin,45127
2006,0-65,Brandenburg,41584
2006,0-65,Bremen,8438
2006,0-65,Hamburg,19719
2006,0-65,Hessen,80113
2006,0-65,Mecklenburg-Vorpommern,28481
2006,0-65,Niedersachsen,102792
2006,0-65,Nordrhein-Westfalen,236856
2006,0-65,Rheinland-Pfalz,56357
2006,0-65,Saarland,15625
2006,0-65,Sachsen,65421
2006,0-65,Sachsen-Anhalt,39725
2006,0-65,Schleswig-Holstein,35577
2006,0-65,Thüringen,37533
2006,0-65,Baden-Württemberg,137969
2006,0-65,Bayern,160688
2006,0-65,Berlin,44495
2006,0-65,Brandenburg,40557
2006,0-65,Bremen,8498
2006,0-65,Hamburg,20089
2006,0-65,Hessen,80943
2006,0-65,Mecklenburg-Vorpommern,27714
2006,0-65,Niedersachsen,104391
2006,0-65,Nordrhein-Westfalen,236670
2006,0-65,Rheinland-Pfalz,56302
2006,0-65,Saarland,15401
2006,0-65,Sachsen,66621
2006,0-65,Sachsen-Anhalt,39505
2006,0-65,Schleswig-Holstein,35715
2006,0-65,Thüringen,37022
2006,0-65,Baden-Württemberg,133928
2006,0-65,Bayern,156242
2006,0-65,Berlin,45149
2006,0-65,Brandenburg,39478
2006,0-65,Bremen,8546
2006,0-65,Hamburg,19762
2006,0-65,Hessen,79858
2006,0-65,Mecklenburg-Vorpommern,26797
2006,0-65,Niedersachsen,103123
2006,0-65,Nordrhein-Westfalen,228924
2006,0-65,Rheinland-Pfalz,55243
2006,0-65,Saarland,14908
2006,0-65,Sachsen,68172
2006,0-65,Sachsen-Anhalt,37803
2006,0-65,Schleswig-Holstein,35798
2006,0-65,Thüringen,37014
2006,0-65,Baden-Württemberg,135601
2006,0-65,Bayern,158959
2006,0-65,Berlin,47414
2006,0-65,Brandenburg,37267
2006,0-65,Bremen,8724
2006,0-65,Hamburg,20794
2006,0-65,Hessen,82250
2006,0-65,Mecklenburg-Vorpommern,24883
2006,0-65,Niedersachsen,104278
2006,0-65,Nordrhein-Westfalen,231602
2006,0-65,Rheinland-Pfalz,56120
2006,0-65,Saarland,15385
2006,0-65,Sachsen,65417
2006,0-65,Sachsen-Anhalt,37399
2006,0-65,Schleswig-Holstein,36260
2006,0-65,Thüringen,35228
2006,0-65,Baden-Württemberg,133060
2006,0-65,Bayern,155514
2006,0-65,Berlin,44353
2006,0-65,Brandenburg,31500
2006,0-65,Bremen,8781
2006,0-65,Hamburg,20685
2006,0-65,Hessen,81948
2006,0-65,Mecklenburg-Vorpommern,21473
2006,0-65,Niedersachsen,102891
2006,0-65,Nordrhein-Westfalen,230506
2006,0-65,Rheinland-Pfalz,54819
2006,0-65,Saarland,15645
2006,0-65,Sachsen,57457
2006,0-65,Sachsen-Anhalt,33323
2006,0-65,Schleswig-Holstein,36347
2006,0-65,Thüringen,31431
2006,0-65,Baden-Württemberg,124358
2006,0-65,Bayern,149254
2006,0-65,Berlin,40972
2006,0-65,Brandenburg,27274
2006,0-65,Bremen,8199
2006,0-65,Hamburg,20388
2006,0-65,Hessen,77593
2006,0-65,Mecklenburg-Vorpommern,18744
2006,0-65,Niedersachsen,95916
2006,0-65,Nordrhein-Westfalen,212782
2006,0-65,Rheinland-Pfalz,47516
2006,0-65,Saarland,13807
2006,0-65,Sachsen,46130
2006,0-65,Sachsen-Anhalt,28290
2006,0-65,Schleswig-Holstein,35937
2006,0-65,Thüringen,27280
2006,0-65,Baden-Württemberg,116300
2006,0-65,Bayern,146824
2006,0-65,Berlin,38299
2006,0-65,Brandenburg,26256
2006,0-65,Bremen,7892
2006,0-65,Hamburg,19477
2006,0-65,Hessen,72960
2006,0-65,Mecklenburg-Vorpommern,17543
2006,0-65,Niedersachsen,88109
2006,0-65,Nordrhein-Westfalen,196888
2006,0-65,Rheinland-Pfalz,42491
2006,0-65,Saarland,11212
2006,0-65,Sachsen,46106
2006,0-65,Sachsen-Anhalt,27642
2006,0-65,Schleswig-Holstein,33708
2006,0-65,Thüringen,25965
2006,0-65,Baden-Württemberg,102176
2006,0-65,Bayern,130586
2006,0-65,Berlin,30345
2006,0-65,Brandenburg,17761
2006,0-65,Bremen,7794
2006,0-65,Hamburg,18317
2006,0-65,Hessen,62891
2006,0-65,Mecklenburg-Vorpommern,11604
2006,0-65,Niedersachsen,83067
2006,0-65,Nordrhein-Westfalen,181311
2006,0-65,Rheinland-Pfalz,38199
2006,0-65,Saarland,9201
2006,0-65,Sachsen,34779
2006,0-65,Sachsen-Anhalt,22585
2006,0-65,Schleswig-Holstein,31792
2006,0-65,Thüringen,21623
2006,0-65,Baden-Württemberg,89221
2006,0-65,Bayern,106030
2006,0-65,Berlin,34014
2006,0-65,Brandenburg,21068
2006,0-65,Bremen,6418
2006,0-65,Hamburg,16514
2006,0-65,Hessen,52894
2006,0-65,Mecklenburg-Vorpommern,12516
2006,0-65,Niedersachsen,66055
2006,0-65,Nordrhein-Westfalen,155090
2006,0-65,Rheinland-Pfalz,32372
2006,0-65,Saarland,8545
2006,0-65,Sachsen,41278
2006,0-65,Sachsen-Anhalt,22890
2006,0-65,Schleswig-Holstein,26491
2006,0-65,Thüringen,20313
2006,0-65,Baden-Württemberg,114806
2006,0-65,Bayern,136699
2006,0-65,Berlin,44512
2006,0-65,Brandenburg,31691
2006,0-65,Bremen,7993
2006,0-65,Hamburg,20551
2006,0-65,Hessen,70311
2006,0-65,Mecklenburg-Vorpommern,18773
2006,0-65,Niedersachsen,88488
2006,0-65,Nordrhein-Westfalen,198744
2006,0-65,Rheinland-Pfalz,42292
2006,0-65,Saarland,11643
2006,0-65,Sachsen,59959
2006,0-65,Sachsen-Anhalt,32140
2006,0-65,Schleswig-Holstein,35136
2006,0-65,Thüringen,29583
2006,0-65,Baden-Württemberg,116103
2006,0-65,Bayern,137089
2006,0-65,Berlin,46430
2006,0-65,Brandenburg,34183
2006,0-65,Bremen,8304
2006,0-65,Hamburg,20696
2006,0-65,Hessen,69846
2006,0-65,Mecklenburg-Vorpommern,20600
2006,0-65,Niedersachsen,91641
2006,0-65,Nordrhein-Westfalen,200011
2006,0-65,Rheinland-Pfalz,42304
2006,0-65,Saarland,11359
2006,0-65,Sachsen,59455
2006,0-65,Sachsen-Anhalt,33354
2006,0-65,Schleswig-Holstein,36573
2006,0-65,Thüringen,29943
2006,0-65,Baden-Württemberg,114803
2006,0-65,Bayern,133914
2006,0-65,Berlin,44284
2006,0-65,Brandenburg,33087
2006,0-65,Bremen,8246
2006,0-65,Hamburg,20309
2006,0-65,Hessen,66458
2006,0-65,Mecklenburg-Vorpommern,20188
2006,0-65,Niedersachsen,89750
2006,0-65,Nordrhein-Westfalen,195816
2006,0-65,Rheinland-Pfalz,41557
2006,0-65,Saarland,11201
2006,0-65,Sachsen,55375
2006,0-65,Sachsen-Anhalt,33103
2006,0-65,Schleswig-Holstein,35533
2006,0-65,Thüringen,28134
2006,0-65,Baden-Württemberg,137086
2006,0-65,Bayern,162182
2006,0-65,Berlin,51005
2006,0-65,Brandenburg,41592
2006,0-65,Bremen,9217
2006,0-65,Hamburg,22899
2006,0-65,Hessen,79616
2006,0-65,Mecklenburg-Vorpommern,26063
2006,0-65,Niedersachsen,109108
2006,0-65,Nordrhein-Westfalen,232074
2006,0-65,Rheinland-Pfalz,51647
2006,0-65,Saarland,14344
2006,0-65,Sachsen,68954
2006,0-65,Sachsen-Anhalt,40544
2006,0-65,Schleswig-Holstein,42809
2006,0-65,Thüringen,36205
2006,65-75,Baden-Württemberg,143294
2006,65-75,Bayern,172863
2006,65-75,Berlin,48982
2006,65-75,Brandenburg,41747
2006,65-75,Bremen,9623
2006,65-75,Hamburg,23391
2006,65-75,Hessen,85016
2006,65-75,Mecklenburg-Vorpommern,26593
2006,65-75,Niedersachsen,114520
2006,65-75,Nordrhein-Westfalen,250448
2006,65-75,Rheinland-Pfalz,56341
2006,65-75,Saarland,15143
2006,65-75,Sachsen,71016
2006,65-75,Sachsen-Anhalt,41882
2006,65-75,Schleswig-Holstein,43328
2006,65-75,Thüringen,39109
2006,65-75,Baden-Württemberg,140969
2006,65-75,Bayern,169435
2006,65-75,Berlin,45419
2006,65-75,Brandenburg,40883
2006,65-75,Bremen,9276
2006,65-75,Hamburg,22095
2006,65-75,Hessen,82162
2006,65-75,Mecklenburg-Vorpommern,26824
2006,65-75,Niedersachsen,111877
2006,65-75,Nordrhein-Westfalen,244937
2006,65-75,Rheinland-Pfalz,55483
2006,65-75,Saarland,15464
2006,65-75,Sachsen,69612
2006,65-75,Sachsen-Anhalt,40809
2006,65-75,Schleswig-Holstein,42993
2006,65-75,Thüringen,38029
2006,65-75,Baden-Württemberg,131558
2006,65-75,Bayern,153470
2006,65-75,Berlin,42002
2006,65-75,Brandenburg,37763
2006,65-75,Bremen,9025
2006,65-75,Hamburg,21146
2006,65-75,Hessen,75343
2006,65-75,Mecklenburg-Vorpommern,25155
2006,65-75,Niedersachsen,106881
2006,65-75,Nordrhein-Westfalen,231769
2006,65-75,Rheinland-Pfalz,51909
2006,65-75,Saarland,14465
2006,65-75,Sachsen,63462
2006,65-75,Sachsen-Anhalt,36876
2006,65-75,Schleswig-Holstein,40366
2006,65-75,Thüringen,33450
2006,65-75,Baden-Württemberg,121985
2006,65-75,Bayern,140263
2006,65-75,Berlin,39596
2006,65-75,Brandenburg,34736
2006,65-75,Bremen,8466
2006,65-75,Hamburg,19776
2006,65-75,Hessen,70201
2006,65-75,Mecklenburg-Vorpommern,23084
2006,65-75,Niedersachsen,98141
2006,65-75,Nordrhein-Westfalen,217900
2006,65-75,Rheinland-Pfalz,48515
2006,65-75,Saarland,14277
2006,65-75,Sachsen,58227
2006,65-75,Sachsen-Anhalt,34477
2006,65-75,Schleswig-Holstein,37073
2006,65-75,Thüringen,30701
2006,65-75,Baden-Württemberg,117587
2006,65-75,Bayern,134215
2006,65-75,Berlin,37672
2006,65-75,Brandenburg,33758
2006,65-75,Bremen,8169
2006,65-75,Hamburg,19153
2006,65-75,Hessen,67959
2006,65-75,Mecklenburg-Vorpommern,22370
2006,65-75,Niedersachsen,93980
2006,65-75,Nordrhein-Westfalen,210551
2006,65-75,Rheinland-Pfalz,47604
2006,65-75,Saarland,14358
2006,65-75,Sachsen,57027
2006,65-75,Sachsen-Anhalt,33278
2006,65-75,Schleswig-Holstein,35130
2006,65-75,Thüringen,29967
2006,65-75,Baden-Württemberg,111671
2006,65-75,Bayern,126288
2006,65-75,Berlin,36418
2006,65-75,Brandenburg,32984
2006,65-75,Bremen,7537
2006,65-75,Hamburg,18481
2006,65-75,Hessen,64477
2006,65-75,Mecklenburg-Vorpommern,21550
2006,65-75,Niedersachsen,88970
2006,65-75,Nordrhein-Westfalen,202748
2006,65-75,Rheinland-Pfalz,45279
2006,65-75,Saarland,12903
2006,65-75,Sachsen,56522
2006,65-75,Sachsen-Anhalt,32198
2006,65-75,Schleswig-Holstein,32879
2006,65-75,Thüringen,28777
2006,65-75,Baden-Württemberg,100646
2006,65-75,Bayern,115871
2006,65-75,Berlin,33432
2006,65-75,Brandenburg,30014
2006,65-75,Bremen,6922
2006,65-75,Hamburg,16048
2006,65-75,Hessen,59488
2006,65-75,Mecklenburg-Vorpommern,20325
2006,65-75,Niedersachsen,81354
2006,65-75,Nordrhein-Westfalen,189262
2006,65-75,Rheinland-Pfalz,41607
2006,65-75,Saarland,11278
2006,65-75,Sachsen,51961
2006,65-75,Sachsen-Anhalt,29837
2006,65-75,Schleswig-Holstein,29731
2006,65-75,Thüringen,26573
2006,65-75,Baden-Württemberg,84215
2006,65-75,Bayern,98488
2006,65-75,Berlin,24022
2006,65-75,Brandenburg,23013
2006,65-75,Bremen,5294
2006,65-75,Hamburg,12370
2006,65-75,Hessen,47390
2006,65-75,Mecklenburg-Vorpommern,16215
2006,65-75,Niedersachsen,63283
2006,65-75,Nordrhein-Westfalen,148707
2006,65-75,Rheinland-Pfalz,33790
2006,65-75,Saarland,9612
2006,65-75,Sachsen,40250
2006,65-75,Sachsen-Anhalt,23810
2006,65-75,Schleswig-Holstein,22124
2006,65-75,Thüringen,20732
2006,65-75,Baden-Württemberg,81968
2006,65-75,Bayern,96428
2006,65-75,Berlin,22080
2006,65-75,Brandenburg,22331
2006,65-75,Bremen,5283
2006,65-75,Hamburg,11799
2006,65-75,Hessen,46128
2006,65-75,Mecklenburg-Vorpommern,16063
2006,65-75,Niedersachsen,63140
2006,65-75,Nordrhein-Westfalen,147127
2006,65-75,Rheinland-Pfalz,33338
2006,65-75,Saarland,9877
2006,65-75,Sachsen,39401
2006,65-75,Sachsen-Anhalt,23238
2006,65-75,Schleswig-Holstein,21349
2006,65-75,Thüringen,20790
2006,65-75,Baden-Württemberg,81736
2006,65-75,Bayern,96725
2006,65-75,Berlin,22470
2006,65-75,Brandenburg,21957
2006,65-75,Bremen,5208
2006,65-75,Hamburg,12157
2006,65-75,Hessen,46290
2006,65-75,Mecklenburg-Vorpommern,15354
2006,65-75,Niedersachsen,63286
2006,65-75,Nordrhein-Westfalen,147902
2006,65-75,Rheinland-Pfalz,33752
2006,65-75,Saarland,9782
2006,65-75,Sachsen,40425
2006,65-75,Sachsen-Anhalt,23195
2006,65-75,Schleswig-Holstein,21326
2006,65-75,Thüringen,20479
2006,75-85,Baden-Württemberg,83571
2006,75-85,Bayern,97253
2006,75-85,Berlin,22989
2006,75-85,Brandenburg,22251
2006,75-85,Bremen,5432
2006,75-85,Hamburg,12855
2006,75-85,Hessen,48314
2006,75-85,Mecklenburg-Vorpommern,15174
2006,75-85,Niedersachsen,65519
2006,75-85,Nordrhein-Westfalen,154943
2006,75-85,Rheinland-Pfalz,34901
2006,75-85,Saarland,9767
2006,75-85,Sachsen,42787
2006,75-85,Sachsen-Anhalt,23779
2006,75-85,Schleswig-Holstein,21684
2006,75-85,Thüringen,21387
2006,75-85,Baden-Württemberg,78832
2006,75-85,Bayern,92517
2006,75-85,Berlin,21632
2006,75-85,Brandenburg,20276
2006,75-85,Bremen,5316
2006,75-85,Hamburg,12350
2006,75-85,Hessen,46462
2006,75-85,Mecklenburg-Vorpommern,13755
2006,75-85,Niedersachsen,61796
2006,75-85,Nordrhein-Westfalen,146479
2006,75-85,Rheinland-Pfalz,33277
2006,75-85,Saarland,9243
2006,75-85,Sachsen,40998
2006,75-85,Sachsen-Anhalt,22362
2006,75-85,Schleswig-Holstein,20950
2006,75-85,Thüringen,20006
2006,75-85,Baden-Württemberg,76359
2006,75-85,Bayern,90181
2006,75-85,Berlin,20334
2006,75-85,Brandenburg,18716
2006,75-85,Bremen,5415
2006,75-85,Hamburg,12132
2006,75-85,Hessen,45376
2006,75-85,Mecklenburg-Vorpommern,12684
2006,75-85,Niedersachsen,60929
2006,75-85,Nordrhein-Westfalen,141713
2006,75-85,Rheinland-Pfalz,32578
2006,75-85,Saarland,8866
2006,75-85,Sachsen,38016
2006,75-85,Sachsen-Anhalt,21383
2006,75-85,Schleswig-Holstein,20618
2006,75-85,Thüringen,19260
2006,75-85,Baden-Württemberg,69053
2006,75-85,Bayern,83665
2006,75-85,Berlin,18039
2006,75-85,Brandenburg,16006
2006,75-85,Bremen,4809
2006,75-85,Hamburg,11082
2006,75-85,Hessen,41535
2006,75-85,Mecklenburg-Vorpommern,10895
2006,75-85,Niedersachsen,56312
2006,75-85,Nordrhein-Westfalen,128325
2006,75-85,Rheinland-Pfalz,29990
2006,75-85,Saarland,8190
2006,75-85,Sachsen,33395
2006,75-85,Sachsen-Anhalt,18546
2006,75-85,Schleswig-Holstein,18457
2006,75-85,Thüringen,17171
2006,75-85,Baden-Württemberg,65872
2006,75-85,Bayern,79863
2006,75-85,Berlin,17463
2006,75-85,Brandenburg,14819
2006,75-85,Bremen,4667
2006,75-85,Hamburg,10765
2006,75-85,Hessen,40250
2006,75-85,Mecklenburg-Vorpommern,9720
2006,75-85,Niedersachsen,53004
2006,75-85,Nordrhein-Westfalen,120147
2006,75-85,Rheinland-Pfalz,28652
2006,75-85,Saarland,7641
2006,75-85,Sachsen,32247
2006,75-85,Sachsen-Anhalt,17256
2006,75-85,Schleswig-Holstein,17643
2006,75-85,Thüringen,16229
2006,75-85,Baden-Württemberg,62861
2006,75-85,Bayern,75855
2006,75-85,Berlin,16514
2006,75-85,Brandenburg,13523
2006,75-85,Bremen,4402
2006,75-85,Hamburg,10539
2006,75-85,Hessen,38282
2006,75-85,Mecklenburg-Vorpommern,8978
2006,75-85,Niedersachsen,51244
2006,75-85,Nordrhein-Westfalen,113654
2006,75-85,Rheinland-Pfalz,27048
2006,75-85,Saarland,7187
2006,75-85,Sachsen,29653
2006,75-85,Sachsen-Anhalt,16158
2006,75-85,Schleswig-Holstein,17606
2006,75-85,Thüringen,14906
2006,75-85,Baden-Württemberg,55293
2006,75-85,Bayern,67727
2006,75-85,Berlin,14101
2006,75-85,Brandenburg,11633
2006,75-85,Bremen,3861
2006,75-85,Hamburg,9531
2006,75-85,Hessen,34415
2006,75-85,Mecklenburg-Vorpommern,7715
2006,75-85,Niedersachsen,45381
2006,75-85,Nordrhein-Westfalen,101785
2006,75-85,Rheinland-Pfalz,23944
2006,75-85,Saarland,6818
2006,75-85,Sachsen,25453
2006,75-85,Sachsen-Anhalt,14115
2006,75-85,Schleswig-Holstein,15502
2006,75-85,Thüringen,13159
2006,75-85,Baden-Württemberg,52290
2006,75-85,Bayern,64013
2006,75-85,Berlin,11996
2006,75-85,Brandenburg,10369
2006,75-85,Bremen,3773
2006,75-85,Hamburg,8596
2006,75-85,Hessen,31847
2006,75-85,Mecklenburg-Vorpommern,6925
2006,75-85,Niedersachsen,41396
2006,75-85,Nordrhein-Westfalen,90783
2006,75-85,Rheinland-Pfalz,22117
2006,75-85,Saarland,6588
2006,75-85,Sachsen,24280
2006,75-85,Sachsen-Anhalt,12794
2006,75-85,Schleswig-Holstein,14615
2006,75-85,Thüringen,12094
2006,75-85,Baden-Württemberg,49565
2006,75-85,Bayern,61693
2006,75-85,Berlin,12568
2006,75-85,Brandenburg,10211
2006,75-85,Bremen,3696
2006,75-85,Hamburg,8551
2006,75-85,Hessen,30276
2006,75-85,Mecklenburg-Vorpommern,6459
2006,75-85,Niedersachsen,40382
2006,75-85,Nordrhein-Westfalen,87769
2006,75-85,Rheinland-Pfalz,21239
2006,75-85,Saarland,5737
2006,75-85,Sachsen,24251
2006,75-85,Sachsen-Anhalt,12663
2006,75-85,Schleswig-Holstein,14093
2006,75-85,Thüringen,11561
2006,75-85,Baden-Württemberg,48213
2006,75-85,Bayern,58866
2006,75-85,Berlin,12899
2006,75-85,Brandenburg,9955
2006,75-85,Bremen,3711
2006,75-85,Hamburg,8392
2006,75-85,Hessen,28960
2006,75-85,Mecklenburg-Vorpommern,6378
2006,75-85,Niedersachsen,38658
2006,75-85,Nordrhein-Westfalen,81564
2006,75-85,Rheinland-Pfalz,19435
2006,75-85,Saarland,5180
2006,75-85,Sachsen,24479
2006,75-85,Sachsen-Anhalt,12102
2006,75-85,Schleswig-Holstein,13960
2006,75-85,Thüringen,11225
2006,85,Baden-Württemberg,43303
2006,85,Bayern,51795
2006,85,Berlin,12560
2006,85,Brandenburg,8866
2006,85,Bremen,3270
2006,85,Hamburg,7943
2006,85,Hessen,26235
2006,85,Mecklenburg-Vorpommern,5526
2006,85,Niedersachsen,33741
2006,85,Nordrhein-Westfalen,70361
2006,85,Rheinland-Pfalz,16759
2006,85,Saarland,4109
2006,85,Sachsen,22459
2006,85,Sachsen-Anhalt,10903
2006,85,Schleswig-Holstein,12609
2006,85,Thüringen,9790
2006,85,Baden-Württemberg,29705
2006,85,Bayern,35698
2006,85,Berlin,8880
2006,85,Brandenburg,5811
2006,85,Bremen,2396
2006,85,Hamburg,5542
2006,85,Hessen,17375
2006,85,Mecklenburg-Vorpommern,3620
2006,85,Niedersachsen,23273
2006,85,Nordrhein-Westfalen,48248
2006,85,Rheinland-Pfalz,11408
2006,85,Saarland,2847
2006,85,Sachsen,13931
2006,85,Sachsen-Anhalt,6921
2006,85,Schleswig-Holstein,8509
2006,85,Thüringen,6256
2006,85,Baden-Württemberg,17098
2006,85,Bayern,20702
2006,85,Berlin,5149
2006,85,Brandenburg,3161
2006,85,Bremen,1413
2006,85,Hamburg,3169
2006,85,Hessen,9975
2006,85,Mecklenburg-Vorpommern,1965
2006,85,Niedersachsen,13355
2006,85,Nordrhein-Westfalen,28908
2006,85,Rheinland-Pfalz,6757
2006,85,Saarland,1845
2006,85,Sachsen,7143
2006,85,Sachsen-Anhalt,3695
2006,85,Schleswig-Holstein,5049
2006,85,Thüringen,3140
2006,85,Baden-Württemberg,13855
2006,85,Bayern,17417
2006,85,Berlin,4293
2006,85,Brandenburg,2663
2006,85,Bremen,1126
2006,85,Hamburg,2613
2006,85,Hessen,8370
2006,85,Mecklenburg-Vorpommern,1688
2006,85,Niedersachsen,11409
2006,85,Nordrhein-Westfalen,24160
2006,85,Rheinland-Pfalz,5599
2006,85,Saarland,1539
